,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair,skippedColumns
23,cdph_ssi_nosurgfac_odp_2019,1.0,0.2,0.3333333333333333,0.0145454545454545,0.25,0.0588235294117647,0.0952380952380952,2656.9497640132904,4,0,16,255,1,3,16,255,hai;hai;hai;facilityname;facilityname;facilityname;facilityname;facilityname;facilitytype;facilitytype;facilitytype;notes;notes;notes
24,Census_Tract_Boundary,0.0434782608695652,0.2222222222222222,0.0727272727272727,0.2323232323232323,0.0434782608695652,0.2222222222222222,0.0727272727272727,5535.774441003799,4,88,14,290,4,88,14,290,tractce;tractce;geoid;geoid;namelsad;namelsad;namelsad;namelsad;namelsad;intptlat;intptlat;intptlat;shape_area;shape_area;shape_length;shape_length;shape_length;shape_length
25,Centers_for_Medicare_&amp;_Medicaid_Services_(CMS)_EHR_Incentive_Program_Measures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
26,CT_305b_Assessed_Lake_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
27,Detroit_Future_City_50_Year_Land_Use_Zones,1.0,0.25,0.4,0.0294117647058823,0.0,0.0,0.0,170.6825613975525,1,0,3,30,0,1,3,30,
28,Emergency_Operating_Center_Tools,0.1666666666666666,0.5,0.25,0.5714285714285714,0.0,0.0,0.0,356.8084354400635,2,10,2,7,0,12,2,7,
29,Environmental_Justice_Block_Groups_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
30,Field_Listings,0.2621776504297994,0.8511627906976744,0.4008762322015333,0.3575819672131147,0.0014326647564469,0.0303030303030303,0.0027359781121751,11112.878501176834,183,515,32,1222,1,697,32,1222,field_name;field_name;field_name;field_name;field_name;facility;facility;facility;facility;neighborhood;neighborhood;field_renovated;field_renovated;field_renovated;field_renovated;field_renovated
31,Global_Surface_Summary_of_the_Day_-_GSOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
32,Grocery_Stores_-_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
33,Health_conditions_among_children_under_age_18__by_selected_characteristics__United_States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
34,High_School_Attendance_Areas,0.2142857142857142,0.6,0.3157894736842105,0.448,0.0625,0.3043478260869565,0.1037037037037037,4076.9471237659454,24,88,16,122,7,105,16,122,schoolname;schoolname;schoolname;schoolname;schoolname;streetname;city;city;city;city;homeurl;homeurl;homeurl;homeurl;homeurl;global_id;global_id;global_id;creation_date;creation_date;creation_date;edit_date;edit_date;edit_date;shape_area;shape_area;shape_length
35,Historic_Zoning_Overlay_Districts,0.1935483870967742,0.5454545454545454,0.2857142857142857,0.5166666666666667,0.0,0.0,0.0,1535.6145770549774,6,25,5,24,0,31,5,24,distname;distname;creation_date;creation_date;creation_date;edit_date;edit_date;edit_date;editor;editor;editor;shape_area;shape_area;shape_area;shape_area;shape_area;shape_length;shape_length
36,Illinois_Obesity_By_County,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2706.0658950805664,0,102,0,102,0,102,0,102,county;shape_length;shape_area
37,Impaired_Estuary_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
38,Impaired_Lake_2010,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,4963.717332601547,0,47,0,94,0,47,0,94,namevalue;locationvalue;acres;aquaticlife;recreation;fishconsumption;drinkingwatersupply;shape_area;shape_length
39,Impaired_Lake_2012,0.06,0.2307692307692307,0.0952380952380952,0.2659574468085106,0.0,0.0,0.0,5449.97048997879,3,47,10,128,0,50,10,128,id_three_zero_five_b;namevalue;locationvalue;acres;aquaticlife;recreation;fishconsumption;drinkingwatersupply;shape_area;shape_length
40,Impaired_Lake_2020,0.0492957746478873,0.25,0.0823529411764705,0.3944444444444444,0.0,0.0,0.0,8117.768302202225,7,135,21,197,0,142,21,197,assessmentunitid;assessmentunitname;locationdescription;watertypename;useclassname;ct_two_zero_two_zero_aql_use_usename;ct_two_zero_two_zero_rec_use_usename;ct_two_zero_two_zero_fshcon_use_usename;ct_two_zero_two_zero_dw_use_usename;ct_two_zero_two_zero_aql_use_attainment;ct_two_zero_two_zero_rec_use_attainment;ct_two_zero_two_zero_fshcon_use_attainment;ct_two_zero_two_zero_dw_use_attainment;shape_area;shape_length
41,Jefferson_County_KY_Post_Offices,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.0625,0.0,0.0,0.0,1856.902467727661,4,2,5,85,0,6,5,85,x;y;address;zipcode;phone;url
42,KEEDPublishingSocioEconomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
43,ksd244data646630094_schd_view,0.0068212824010914,0.7142857142857143,0.0135135135135135,0.4286549707602339,0.0068212824010914,0.7142857142857143,0.0135135135135135,15061.689208984377,5,728,2,975,5,728,2,975,area;namevalue;rgiscode;areaname;pzerosevensixzerozeroone;pzerosevensixzerozerotwo;pzerosevensixzerozerothree;pzerosevensixzerozerofive;pzerosevensixzerozeronine;pzerosevensixzeroonetwo
44,LA_County_COVID_Cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
45,Legislative_Bridge_Names,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
46,Louisville_KY_Metro_Council_Districts,0.1132075471698113,0.8571428571428571,0.2,0.5824175824175825,0.0188679245283018,0.5,0.0363636363636363,3936.460022211075,12,94,2,74,2,104,2,74,counname;counadd;counloc;counphoneno;counemail;counweb;shapearea;shapelen
47,Louisville_KY_Metro_Council_Districts_-_Former_from_2011,0.0660377358490566,0.5384615384615384,0.1176470588235294,0.5824175824175825,0.0094339622641509,0.1428571428571428,0.0176991150442477,4676.572959899902,7,99,6,70,1,105,6,70,counname;counadd;counloc;counphoneno;counemail;counweb;shapearea;shapelen
48,Louisville_Metro_KY_-_Inspection_Results_Pools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
49,Louisville_Metro_KY_-_Inspection_Results_School_Food_Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
50,Louisville_Metro_KY_-_List_of_Locations_with_COVID_Related_Complaint_With_No_Violations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
51,Louisville_Metro_KY_-_List_of_Locations_with_COVID_Related_Random_Survey_With_No_Violations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
52,Louisville_Metro_KY_-_Permitted_Hotels_and_Motels,0.2722222222222222,0.6621621621621622,0.3858267716535432,0.1526717557251908,0.0833333333333333,0.375,0.1363636363636363,7305.825917720795,49,131,25,974,15,165,25,974,facilitytypedescription;premisename;premiseaddress;openingdate
53,Louisville_Metro_KY_-_Permitted_Mobile_Home_Rec_Vehicle_Parks,0.0303030303030303,0.6,0.0576923076923076,0.3991935483870967,0.0303030303030303,0.6,0.0576923076923076,2695.495888948441,3,96,2,147,3,96,2,147,facilitytypedescription;subtypedescription;premisename;premiseaddress;openingdate
54,Louisville_Metro_KY_-_Permitted_Swimming_Areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
55,Low-income_or_Disadvantaged_Communities_Designated_by_California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
56,Market_Analysis_by_Agency,0.1111111111111111,0.7777777777777778,0.1944444444444444,0.375,0.0,0.0,0.0,3724.045336723328,7,56,2,103,0,63,2,103,agency_number;agency_name;percentof_classified_incumbents_covered;benchmark_market_average;percent_aboveor_below_market
57,Median_Household_Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
58,Medicare_Part_D_Opioid_Prescribing_Rates_-_by_Geography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
59,mrsa-in-hospitals-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
60,mrsa-in-rehab-facilities-2015,0.875,0.35,0.4999999999999999,0.0317460317460317,0.0,0.0,0.0,4065.2260613441463,14,2,26,462,0,16,26,462,hai;facilityidone;facilitynameone;cininefiveupperlimit;notes
61,MVA_Vehicle_Sales_Counts_by_Month_for_Calendar_Year_2002_through_August_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
62,National_Obesity_By_State_1,0.0454545454545454,0.3846153846153846,0.08130081300813,0.7051282051282052,0.0,0.0,0.0,2105.3405866622925,5,105,8,38,0,110,8,38,shapelength;shapearea
63,Neighborhood_Design_Guidelines,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,2687.115753173828,0,50,0,25,0,50,0,25,nsdrganam;baname;effdate;linkurl;shape_area;shape_length
64,nhd_ftypes,0.0,0.0,0.0,0.5,0.0,0.0,0.0,811.2917022705078,0,57,15,42,0,57,15,42,ftypedescription
65,Obesity_among_children_and_adolescents_aged_2_19_years__by_selected_characteristics__United_States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
66,ODOT_Life_Lines,0.2274881516587677,0.7868852459016393,0.3529411764705882,0.2244680851063829,0.0047393364928909,0.0714285714285714,0.0088888888888888,4796.237879991531,48,163,13,716,1,210,13,716,descriptio;shape_length
67,Oklahoma_Technology_Centers,0.8,0.2352941176470588,0.3636363636363636,0.0505050505050505,0.1,0.037037037037037,0.054054054054054,4439.670816659927,8,2,26,162,1,9,26,162,technologycenternames;address;zip;phone_one;url;longitude;locationvalue
68,Oregon_State_Government_Buildings,0.1624548736462094,0.6923076923076923,0.2631578947368421,0.4122023809523809,0.0252707581227436,0.2592592592592592,0.0460526315789473,8359.28473353386,45,232,20,375,7,270,20,375,x;y;namevalue;address;county;directions;naicsdescr;phoneloc;agencies;uniqueid
69,Parking_Tiers,0.1910112359550561,0.576271186440678,0.2869198312236287,0.3006756756756756,0.0505617977528089,0.2647058823529412,0.0849056603773584,5211.546306371689,34,144,25,389,9,169,25,389,subarea;shape_length;shape_area
70,Parks_and_Recreation_Facilities,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3784.330366134644,0,28,0,28,0,28,0,28,x;y;facility_type;facility_name;seasonof_operation;facility_address;main_feature;secondary_feature;tertiary_feature;quaternary_feature;maps;maps_x;maps_y
71,Park_Boundaries,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2076.090922832489,0,56,0,0,0,56,0,0,park_name;park_address;shape_area;shape_length
72,Polling_Places,0.3396226415094339,0.7397260273972602,0.4655172413793103,0.2717948717948718,0.0062893081761006,0.05,0.0111731843575419,10131.462458133698,54,105,19,407,1,158,19,407,x;y;precinctname;namevalue;fulladd;operhours;nextelect;regdate;contact;email;indist;bldgtype;regelectinfo;createddate;lastediteddate
73,Poverty_rate_-_ACS_2016-2020_-_Tempe_Tracts,0.0050675675675675,0.3333333333333333,0.0099833610648918,0.3525908278737343,0.0,0.0,0.0,8611.320842266083,3,589,6,1081,0,592,6,1081,namevalue;shape_area;shape_length
74,Private_Roads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
75,Product_Data_for_Newly_Reported_Drugs_in_the_Medicaid_Drug_Rebate_Program_20211101_to_20211107,0.0735294117647058,0.7692307692307693,0.1342281879194631,0.5151515151515151,0.0,0.0,0.0,2859.4780790805817,10,126,3,125,0,136,3,125,fda_name_product_name;fda_approval_date;market_date
76,Rates_of_Preventable_Hospitalizations_for_Selected_Medical_Conditions_by_County_(LGHC_Indicator),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
77,Regional_Tier_Graduation_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237.94992327690125,0,0,3,13,0,0,3,13,historical_data
78,ResidentialPipeline,0.3294117647058823,0.5714285714285714,0.417910447761194,0.2248677248677248,0.0235294117647058,0.0869565217391304,0.037037037037037,3491.490339756012,28,57,21,272,2,83,21,272,x;y;building_name;address;status_one;tenure
79,River_Main_Stem_Waterbodies_(WBID),1.0,0.9,0.9473684210526316,0.1216216216216216,0.0,0.0,0.0,1160.7030758857727,9,0,1,64,0,9,1,64,wbname;wbdesc
80,Roadway_Borough_Areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
81,Roadway_Overlaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
82,Seattle_Police_Department_Micro_Community_Policing_Plans_(Web_Mercator),1.0,0.8,0.888888888888889,0.1034482758620689,0.1666666666666666,0.4,0.2352941176470588,2197.6809537410736,12,0,3,101,2,10,3,101,neighborhood;shape_length;shape_area
83,Shared_IT_Support_Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.9951972961426,0,0,0,14,0,0,0,14,target
84,ssi-2016-ca-cdph-pedsapproved-11.29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
85,ssi_no_surgery_facilities07312018,0.3103448275862069,0.6,0.4090909090909091,0.3391812865497076,0.0,0.0,0.0,2738.783968925476,18,40,12,101,0,58,12,101,hai;facilityid;facilityname;notes
86,State_of_Oklahoma_Revolving_Funds_-_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
87,State_of_Oklahoma_Revolving_Funds_-_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
88,State_Route_Local_Names,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
89,s_firm_pan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
90,s_fld_haz_ar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
91,Traffic_Cameras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
92,U.S._15_Minute_Precipitation_Data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
93,U.S._Daily_Climate_Normals_(1981-2010),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
94,Warden_Districts,0.2448979591836734,0.7058823529411765,0.3636363636363636,0.4666666666666667,0.0612244897959183,0.375,0.1052631578947368,2828.880645751953,24,74,10,102,6,92,10,102,abname;first_name;last_name;email;address;programphone
95,total,0.13875598086124402,0.6243504083147736,0.22705183585313174,0.3359011305697185,0.014024088434251774,0.14382402707275804,0.02555622369212267,211874.219145298,841,5220,506,11477,85,5976,506,11477,
