,folderName,precisionDetection,recallDetection,fscoreDetection,fireRate,precisionRepair,recallRepair,fscoreRepair,time,tpDetection,fpDetection,fnDetection,tnDetection,tpRepair,fpRepair,fnRepair,tnRepair,skippedColumns
24,Census_Tract_Boundary,0.5,0.2222222222222222,0.3076923076923076,0.0151515151515151,0.5,0.2222222222222222,0.3076923076923076,10.572727918624878,4,4,14,506,4,4,14,506,namelsad;shape_area;shape_length
25,Centers_for_Medicare_&amp;_Medicaid_Services_(CMS)_EHR_Incentive_Program_Measures,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
26,CT_305b_Assessed_Lake_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
27,Detroit_Future_City_50_Year_Land_Use_Zones,1.0,0.25,0.4,0.0294117647058823,0.0,0.0,0.0,0.4886910915374756,1,0,3,30,0,1,3,30,
28,Emergency_Operating_Center_Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1561834812164306,0,0,4,17,0,0,4,17,
29,Environmental_Justice_Block_Groups_2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
30,Field_Listings,0.8979591836734694,0.6139534883720931,0.7292817679558012,0.0753073770491803,0.3945578231292517,0.4113475177304964,0.4027777777777778,176.49626064300537,132,15,83,1722,58,89,83,1722,field_name;facility;neighborhood;field_renovated
31,Global_Surface_Summary_of_the_Day_-_GSOD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
32,Grocery_Stores_-_2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
33,Health_conditions_among_children_under_age_18__by_selected_characteristics__United_States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
34,High_School_Attendance_Areas,0.8947368421052632,0.3333333333333333,0.4857142857142856,0.0633333333333333,0.3684210526315789,0.1707317073170731,0.2333333333333333,151.34212732315063,17,2,34,247,7,12,34,247,streetname;homeurl;global_id;creation_date;edit_date;shape_area;shape_length
35,Historic_Zoning_Overlay_Districts,1.0,0.0769230769230769,0.1428571428571428,0.0111111111111111,0.0,0.0,0.0,4.485949277877808,1,0,12,77,0,1,12,77,distname;creation_date;edit_date;shape_length
36,Illinois_Obesity_By_County,0.6666666666666666,0.8235294117647058,0.7368421052631577,0.0686274509803921,0.0,0.0,0.0,142.94129848480225,14,7,3,282,0,21,3,282,shape_length;shape_area
37,Impaired_Estuary_2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
38,Impaired_Lake_2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.304611682891846,0,0,0,188,0,0,0,188,namevalue;locationvalue;aquaticlife;recreation;fishconsumption;drinkingwatersupply;shape_area;shape_length
39,Impaired_Lake_2012,1.0,0.2307692307692307,0.375,0.0127659574468085,1.0,0.2307692307692307,0.375,29.322021484375,3,0,10,222,3,0,10,222,id_three_zero_five_b;namevalue;locationvalue;aquaticlife;recreation;fishconsumption;drinkingwatersupply;shape_area;shape_length
40,Impaired_Lake_2020,1.0,0.2619047619047619,0.4150943396226415,0.0271604938271604,0.6363636363636364,0.1842105263157894,0.2857142857142857,89.64820909500122,11,0,31,363,7,4,31,363,assessmentunitid;assessmentunitname;locationdescription;watertypename;useclassname;ct_two_zero_two_zero_aql_use_usename;ct_two_zero_two_zero_fshcon_use_usename;ct_two_zero_two_zero_dw_use_usename;ct_two_zero_two_zero_aql_use_attainment;ct_two_zero_two_zero_rec_use_attainment;ct_two_zero_two_zero_fshcon_use_attainment;ct_two_zero_two_zero_dw_use_attainment;shape_area;shape_length
41,Jefferson_County_KY_Post_Offices,0.8,0.5714285714285714,0.6666666666666666,0.0625,0.2,0.25,0.2222222222222222,190.67377758026123,8,2,6,144,2,8,6,144,x;y;address;url
42,KEEDPublishingSocioEconomic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
43,ksd244data646630094_schd_view,0.2941176470588235,0.7142857142857143,0.4166666666666667,0.0069958847736625,0.2941176470588235,0.7142857142857143,0.4166666666666667,51.19466161727905,5,12,2,2411,5,12,2,2411,namevalue;areaname
44,LA_County_COVID_Cases,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
45,Legislative_Bridge_Names,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
46,Louisville_KY_Metro_Council_Districts,1.0,0.3529411764705882,0.5217391304347826,0.0288461538461538,0.5,0.2142857142857142,0.3,21.547191381454468,6,0,11,191,3,3,11,191,counname;counadd;counloc;counemail;counweb;shapearea;shapelen
47,Louisville_KY_Metro_Council_Districts_-_Former_from_2011,1.0,0.5714285714285714,0.7272727272727273,0.0576923076923076,0.3333333333333333,0.3076923076923077,0.32,16.745213985443115,12,0,9,187,4,8,9,187,counname;counadd;counloc;counemail;counweb;shapearea;shapelen
48,Louisville_Metro_KY_-_Inspection_Results_Pools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
49,Louisville_Metro_KY_-_Inspection_Results_School_Food_Service,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
50,Louisville_Metro_KY_-_List_of_Locations_with_COVID_Related_Complaint_With_No_Violations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
51,Louisville_Metro_KY_-_List_of_Locations_with_COVID_Related_Random_Survey_With_No_Violations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
52,Louisville_Metro_KY_-_Permitted_Hotels_and_Motels,1.0,0.6621621621621622,0.7967479674796748,0.0415606446140797,0.7755102040816326,0.6031746031746031,0.6785714285714285,86.15311193466187,49,0,25,1105,38,11,25,1105,facilitytypedescription;premisename;premiseaddress;openingdate
53,Louisville_Metro_KY_-_Permitted_Mobile_Home_Rec_Vehicle_Parks,0.5,0.6,0.5454545454545454,0.0241935483870967,0.5,0.6,0.5454545454545454,9.603597640991213,3,3,2,240,3,3,2,240,facilitytypedescription;subtypedescription;premisename;premiseaddress;openingdate
54,Louisville_Metro_KY_-_Permitted_Swimming_Areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
55,Low-income_or_Disadvantaged_Communities_Designated_by_California,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
56,Market_Analysis_by_Agency,0.868421052631579,0.6226415094339622,0.7252747252747254,0.096938775510204,0.0526315789473684,0.0909090909090909,0.0666666666666666,160.9561972618103,33,5,20,334,2,36,20,334,agency_name
57,Median_Household_Income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
58,Medicare_Part_D_Opioid_Prescribing_Rates_-_by_Geography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
59,mrsa-in-hospitals-2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
60,mrsa-in-rehab-facilities-2015,0.7368421052631579,0.35,0.4745762711864406,0.0301587301587301,0.1052631578947368,0.0714285714285714,0.0851063829787234,199.363785982132,14,5,26,585,2,17,26,585,hai;facilitynameone;notes
61,MVA_Vehicle_Sales_Counts_by_Month_for_Calendar_Year_2002_through_August_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
62,National_Obesity_By_State_1,0.8333333333333334,0.3846153846153846,0.5263157894736842,0.0384615384615384,0.0,0.0,0.0,168.34789109230042,5,1,8,142,0,6,8,142,shapelength;shapearea
63,Neighborhood_Design_Guidelines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19717001914978,0,0,0,75,0,0,0,75,nsdrganam;baname;effdate;linkurl;shape_area;shape_length
64,nhd_ftypes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0067410469055176,0,0,15,99,0,0,15,99,ftypedescription
65,Obesity_among_children_and_adolescents_aged_2_19_years__by_selected_characteristics__United_States,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
66,ODOT_Life_Lines,0.7142857142857143,0.5737704918032787,0.6363636363636364,0.052127659574468,0.4285714285714285,0.4468085106382978,0.4375,284.6450040340424,35,14,26,865,21,28,26,865,descriptio;shape_length
67,Oklahoma_Technology_Centers,0.9090909090909092,0.425531914893617,0.5797101449275361,0.0555555555555555,0.2272727272727272,0.15625,0.1851851851851851,110.3071129322052,20,2,27,347,5,17,27,347,technologycenternames;address;url;locationvalue
68,Oregon_State_Government_Buildings,0.8444444444444444,0.4175824175824176,0.5588235294117647,0.0551470588235294,0.5555555555555556,0.3205128205128205,0.4065040650406504,149.80614495277405,38,7,53,718,25,20,53,718,x;y;namevalue;address;directions;naicsdescr;agencies
69,Parking_Tiers,0.9166666666666666,0.4852941176470588,0.6346153846153846,0.0572337042925278,0.6666666666666666,0.4067796610169492,0.5052631578947367,1139.2507910728457,33,3,35,558,24,12,35,558,shape_length;shape_area
70,Parks_and_Recreation_Facilities,0.0,0.0,0.0,0.0178571428571428,0.0,0.0,0.0,10.999432802200316,0,3,0,165,0,3,0,165,facility_type;facility_name;seasonof_operation;facility_address;main_feature;secondary_feature;tertiary_feature;quaternary_feature;maps
71,Park_Boundaries,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.50717806816101,0,0,0,56,0,0,0,56,park_name;park_address;shape_area;shape_length
72,Polling_Places,0.746268656716418,0.4273504273504273,0.5434782608695653,0.0858974358974359,0.6119402985074627,0.3796296296296296,0.4685714285714286,1062.759120464325,50,17,67,646,41,26,67,646,x;y;namevalue;fulladd;operhours;nextelect;regdate;contact;email;regelectinfo;createddate;lastediteddate
73,Poverty_rate_-_ACS_2016-2020_-_Tempe_Tracts,0.1666666666666666,0.3333333333333333,0.2222222222222222,0.0107206670637284,0.0555555555555555,0.1428571428571428,0.08,41.27455711364746,3,15,6,1655,1,17,6,1655,namevalue;shape_area;shape_length
74,Private_Roads,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
75,Product_Data_for_Newly_Reported_Drugs_in_the_Medicaid_Drug_Rebate_Program_20211101_to_20211107,0.8,0.4444444444444444,0.5714285714285714,0.0324675324675324,0.6,0.375,0.4615384615384615,8.431140422821045,8,2,10,288,6,4,10,288,fda_name_product_name
76,Rates_of_Preventable_Hospitalizations_for_Selected_Medical_Conditions_by_County_(LGHC_Indicator),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
77,Regional_Tier_Graduation_Rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1679933071136474,0,0,5,19,0,0,5,19,
78,ResidentialPipeline,0.9032258064516128,0.5714285714285714,0.7000000000000001,0.082010582010582,0.4193548387096774,0.3823529411764705,0.3999999999999999,58.821455001831055,28,3,21,326,13,18,21,326,x;y;building_name;address;status_one;tenure
79,River_Main_Stem_Waterbodies_(WBID),1.0,0.9,0.9473684210526316,0.1216216216216216,0.0,0.0,0.0,25.708971738815308,9,0,1,64,0,9,1,64,wbname;wbdesc
80,Roadway_Borough_Areas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
81,Roadway_Overlaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
82,Seattle_Police_Department_Micro_Community_Policing_Plans_(Web_Mercator),0.5806451612903226,0.75,0.6545454545454547,0.1781609195402299,0.1935483870967742,0.5,0.2790697674418604,1755.1304678916931,18,13,6,137,6,25,6,137,shape_length;shape_area
83,Shared_IT_Support_Services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2031221389770507,0,0,3,18,0,0,3,18,
84,ssi-2016-ca-cdph-pedsapproved-11.29.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
85,ssi_no_surgery_facilities07312018,1.0,0.1666666666666666,0.2857142857142857,0.0219298245614035,0.4,0.074074074074074,0.125,148.73687839508057,5,0,25,198,2,3,25,198,hai;facilityname;notes
86,State_of_Oklahoma_Revolving_Funds_-_2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
87,State_of_Oklahoma_Revolving_Funds_-_2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
88,State_Route_Local_Names,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
89,s_firm_pan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
90,s_fld_haz_ar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
91,Traffic_Cameras,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
92,U.S._15_Minute_Precipitation_Data,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
93,U.S._Daily_Climate_Normals_(1981-2010),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,
94,Warden_Districts,1.0,0.3508771929824561,0.5194805194805194,0.0666666666666666,0.55,0.2291666666666666,0.3235294117647058,28.645081520080566,20,0,37,243,11,9,37,243,abname;email;address
95,total,0.832026875699888,0.4609181141439206,0.5932135728542913,0.042657877137670774,0.4165733482642777,0.2997582594681708,0.3486410496719775,10164.754990816116,743,150,869,19172,372,521,869,19172,
